id,source,images,attributes,game,set,name
e2d82879-07b3-4ba3-adf0-42b74e461a56,photo,"[""the-crow_limited-edition_a-dead-man-visits-you"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""A Dead Man Visits You"", ""rarity"": ""Common"", ""type"": ""Special"", ""ar"": ""-1"", ""dr"": ""-1"", ""text"": ""Play on any Devil in combat with your CROW."", ""virtue"": ""3""}",The Crow,Limited Edition,A Dead Man Visits You
735405f8-e818-4da1-a689-5fbd2e5a1bff,item,"[""the-crow_limited-edition_anarchy---now-that's-fun!"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Anarchy - Now That's Fun!"", ""rarity"": ""Common"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play after your draw step. You may perform 1 extra action this turn, even an extra Attack."", ""virtue"": ""3""}",The Crow,Limited Edition,Anarchy - Now That's Fun!
0b30ec3d-059c-4d51-b40c-d333d21d9ec8,photo,"[""the-crow_limited-edition_arson"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Arson"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play any time. Discard any HANGOUT in play."", ""virtue"": ""3""}",The Crow,Limited Edition,Arson
66cd9952-40ac-4221-b98c-d8ff64623ea8,photo,"[""the-crow_limited-edition_attrition"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Attrition"", ""rarity"": ""Chase"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Attach to game any time. Only one of each HANGOUT may be in play at any time."", ""virtue"": ""3""}",The Crow,Limited Edition,Attrition
65acd2f8-ad9c-4c76-a464-55d1da502842,item,"[""the-crow_limited-edition_awareness"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Awareness"", ""rarity"": ""Common"", ""type"": ""Special"", ""ar"": ""1"", ""dr"": ""1"", ""text"": ""Play on any soul during combat."", ""virtue"": ""3""}",The Crow,Limited Edition,Awareness
a824d966-3adf-4bc5-b110-108bd6a20269,photo,"[""the-crow_limited-edition_believe-in-angels"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Believe In Angels"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""2"", ""dr"": ""2"", ""text"": ""Play as 2 actions. All CROWs in play are affected until the beginning of your next turn."", ""virtue"": ""3""}",The Crow,Limited Edition,Believe In Angels
1767fed6-6972-4aa1-ae92-f5ea906a3c3b,photo,"[""the-crow_limited-edition_big-plans"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Big Plans"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play at start of opponent's Attack action. Tell player which soul must be the Attacker. Player chooses Defender (if possible)."", ""virtue"": ""3""}",The Crow,Limited Edition,Big Plans
4fc7ecf2-a29c-4104-ae0b-40b25c218623,item,"[""the-crow_limited-edition_blade"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Blade"", ""rarity"": ""Common"", ""type"": ""Special"", ""ar"": ""2"", ""dr"": ""0"", ""text"": ""ITEM and WEAPON. Attach to any soul as 2 actions."", ""virtue"": ""3""}",The Crow,Limited Edition,Blade
f9f4b57e-7926-4938-97f9-41503d2bcbc1,photo,"[""the-crow_limited-edition_blend-in"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Blend In"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""3"", ""dr"": ""3"", ""text"": ""Attach to any Bystander as 1 action. Discard this card if Bystander becomes an Angel or Devil, (after the combat)."", ""virtue"": ""3""}",The Crow,Limited Edition,Blend In
9ae60a1e-1db9-4fb0-8986-7ed768d04099,photo,"[""the-crow_limited-edition_blinded"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Blinded"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""-2"", ""dr"": ""-2"", ""text"": ""Attach to any soul as 3 actions."", ""virtue"": ""3""}",The Crow,Limited Edition,Blinded
89262843-cf0b-4c7a-9f91-5d6b486fd91e,item,"[""the-crow_limited-edition_bouncer"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Bouncer"", ""rarity"": ""Common"", ""type"": ""Bystander"", ""ar"": ""4"", ""dr"": ""2"", ""flavor text"": ""\u0022We shall never forget and never forgive.\u0022 -J.O'Barr"", ""virtue"": ""4""}",The Crow,Limited Edition,Bouncer
cc22f671-856c-426d-9363-e386124b83fc,photo,"[""the-crow_limited-edition_brutality"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Brutality"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""2"", ""dr"": ""0"", ""text"": ""Attach to any devil as 1 action"", ""virtue"": ""3""}",The Crow,Limited Edition,Brutality
a0a81dc4-1e66-410e-aa6c-337e380c1cd8,photo,"[""the-crow_limited-edition_burdened"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Burdened"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""-1"", ""dr"": ""-1"", ""text"": ""Attach to any soul as 1 action."", ""virtue"": ""3""}",The Crow,Limited Edition,Burdened
e4089f16-6ee0-42ee-aee5-ed720842b8ac,photo,"[""the-crow_limited-edition_calm-within-the-storm"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Calm Within The Storm"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play immediately after your draw step. No player may perform Attack actions until the beginning of your next turn."", ""virtue"": ""3""}",The Crow,Limited Edition,Calm Within The Storm
1c36ee08-3832-4ff5-89d9-b9723f88ea67,photo,"[""the-crow_limited-edition_captured"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Captured"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play on opponent's soul as 3 actions. Soul is discarded."", ""virtue"": ""3""}",The Crow,Limited Edition,Captured
954ce7aa-9de3-4ebf-bd39-606547e6823a,photo,"[""the-crow_limited-edition_change-of-heart"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Change of Heart"", ""rarity"": ""Common"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Attach to any Devil as 2 actions. While attached, the Devil is an Angel. Discard any attached Devil-only cards."", ""virtue"": ""3""}",The Crow,Limited Edition,Change of Heart
9f29c875-96aa-432c-800d-aef66fe682ef,photo,"[""the-crow_limited-edition_club-trash"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Club Trash"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""-1"", ""dr"": ""2"", ""text"": ""HANGOUT. Attach to any soul as 1 action."", ""virtue"": ""3""}",The Crow,Limited Edition,Club Trash
fee11ac6-aaaf-4438-a350-9c923a0eec83,photo,"[""the-crow_limited-edition_crescendo"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Crescendo"", ""rarity"": ""Chase"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Attach to game any time. All player' Special cards have a Virtue of 5"", ""virtue"": ""3""}",The Crow,Limited Edition,Crescendo
a4580f8a-5337-416b-9e18-6ec1c7b6d41b,photo,"[""the-crow_limited-edition_crime-scene"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Crime Scene"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""1"", ""dr"": ""1"", ""text"": ""Play any time. All COPS in play gain above bonuses until beginning of your next turn."", ""virtue"": ""3""}",The Crow,Limited Edition,Crime Scene
4b24ed64-b7b4-4653-aa98-8ef451445cf6,photo,"[""the-crow_limited-edition_criminal-scum"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Criminal Scum"", ""rarity"": ""Uncommon"", ""type"": ""Devil"", ""ar"": ""2"", ""dr"": ""3"", ""text"": ""For every additional Scum you have in play, your Scum's AR is +1 (3 Scum = AR of 4 each)."", ""virtue"": ""3""}",The Crow,Limited Edition,Criminal Scum
ade4a550-d117-43d0-9126-e59540c6162c,photo,"[""the-crow_limited-edition_cut-off"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Cut Off"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play on any player as 1 action. Player must perform 1 less action in his or herr next turn."", ""virtue"": ""3""}",The Crow,Limited Edition,Cut Off
7c1d1305-2b25-4989-a3cb-12e182a5685c,item,"[""the-crow_limited-edition_darla"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Darla"", ""rarity"": ""Common"", ""type"": ""Bystander"", ""ar"": ""2"", ""dr"": ""3"", ""text"": ""While an Angel, AR and DR are +1. If SARAH is in play and killed by a Devil, Darla will automatically become an Angel."", ""virtue"": ""3""}",The Crow,Limited Edition,Darla
b0d279ef-ab28-49db-93c8-adf6c034bdbb,photo,"[""the-crow_limited-edition_darla's-home,-sarah's-house"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Darla's Home, Sarah's House"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""HANGOUT. Attach to any Bystander as 1 action. Soul always remains a Bystander. It can never become an Angel or Devil."", ""virtue"": ""3""}",The Crow,Limited Edition,"Darla's Home, Sarah's House"
9627b807-3746-403d-8492-eada2546d0f5,photo,"[""the-crow_limited-edition_death-overdrive"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Death Overdrive"", ""rarity"": ""Rare"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Attach to any soul as 3 actions. While attached, soul automatically kills any soul it wounds in combat."", ""virtue"": ""3""}",The Crow,Limited Edition,Death Overdrive
35bc5660-3f12-48de-84ac-0e7ae58bf0e0,photo,"[""the-crow_limited-edition_deliverance"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Deliverance"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play during your Enter The Struggle action. You may have the soul Enter on another player's side (must be able to Enter there)."", ""virtue"": ""3""}",The Crow,Limited Edition,Deliverance
735cb374-fb09-431e-87b7-4a3b61109ad4,photo,"[""the-crow_limited-edition_delivered-out-of-evil"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Delivered Out of Evil"", ""rarity"": ""Common"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play during combat. You may change the defender to any of your other souls (must be a legal defender)."", ""virtue"": ""3""}",The Crow,Limited Edition,Delivered Out of Evil
681943ae-d408-49f0-ab81-42b89d3cf105,photo,"[""the-crow_limited-edition_despair"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Despair"", ""rarity"": ""Chase"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Attach to game any time. All players may only perform one Attack action each turn."", ""virtue"": ""3""}",The Crow,Limited Edition,Despair
e459f54b-72f0-4484-b970-74d4270a62ea,item,"[""the-crow_limited-edition_detective-torres"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Detective Torres"", ""rarity"": ""Rare"", ""type"": ""Angel"", ""ar"": ""4"", ""dr"": ""2"", ""text"": ""COP."", ""flavor text"": ""\u0022Pan, pain is all he wants. And hate, yes hate.\u0022 -J.O'Barr"", ""virtue"": ""4""}",The Crow,Limited Edition,Detective Torres
bfde213e-5640-4f67-adce-d37957463454,item,"[""the-crow_limited-edition_determination"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Determination"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""2"", ""dr"": ""0"", ""text"": ""Attack to any Angel as 1 action."", ""virtue"": ""3""}",The Crow,Limited Edition,Determination
6398cf2b-863b-4fec-9dfa-143071a6c5da,photo,"[""the-crow_limited-edition_deviation"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Deviation"", ""rarity"": ""Common"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Attach to any Angel as 2 actions. While attached, the Angel is a Devil. Discard any attached Angel-only cards."", ""virtue"": ""3""}",The Crow,Limited Edition,Deviation
3b605a8b-239f-4efd-a374-21c15cccdc8c,photo,"[""the-crow_limited-edition_devil's-night-in-detroit"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Devil's Night In Detroit"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play as 2 actions. All HANGOUTS in play are discarded."", ""virtue"": ""3""}",The Crow,Limited Edition,Devil's Night In Detroit
56d52779-236d-4e1e-8c40-fcdeaae3bed5,photo,"[""the-crow_limited-edition_driving-beat"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Driving Beat"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""1"", ""dr"": ""1"", ""text"": ""Attach to any soul as 1 action."", ""virtue"": ""3""}",The Crow,Limited Edition,Driving Beat
b9b18571-a279-4016-b3e5-3689fb9a7b41,photo,"[""the-crow_limited-edition_dusted"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Dusted"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play on any player about to draw cards. Player may not draw."", ""virtue"": ""3""}",The Crow,Limited Edition,Dusted
45fdf7ee-fe67-4c77-b2a2-3dadbc002d91,item,"[""the-crow_limited-edition_eat-this"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Eat This"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""2"", ""dr"": ""0"", ""text"": ""Play on any soull during combat. You may play multiple Eat this during a single combat."", ""virtue"": ""3""}",The Crow,Limited Edition,Eat This
4e2bf436-cb8a-41b9-a6b6-a5f424a9d14e,photo,"[""the-crow_limited-edition_eric-draven---the-crow"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Eric Draven - The Crow"", ""rarity"": ""Rare"", ""type"": ""Angel"", ""ar"": ""3"", ""dr"": ""3"", ""text"": ""CROW., You may only have 1 CROW in play."", ""virtue"": ""3""}",The Crow,Limited Edition,Eric Draven - The Crow
6e3d62b9-ce68-4c81-9ba2-3bd236a41a35,photo,"[""the-crow_limited-edition_eternal-sadness"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Eternal Sadness"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""-2"", ""dr"": ""-2"", ""text"": ""Play as 2 actions. All CROWs in play are affected until beginning of your next turn."", ""virtue"": ""3""}",The Crow,Limited Edition,Eternal Sadness
16f664ad-6e2d-4bd4-a128-d2d2de2038cb,photo,"[""the-crow_limited-edition_even-up"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Even Up"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""0"", ""text"": ""Play as 1 action. Discard any attached Special card in play."", ""virtue"": ""3""}",The Crow,Limited Edition,Even Up
ce84cda3-0c6c-4b0f-ab31-ba180fa6ba19,photo,"[""the-crow_limited-edition_fear"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Fear"", ""rarity"": ""Chase"", ""type"": ""Special"", ""ar"": ""1"", ""dr"": ""0"", ""text"": ""Attach to game any time. This card affects all souls in play (but not their Virtues)"", ""virtue"": ""3""}",The Crow,Limited Edition,Fear
4fb88248-71b9-475e-99bd-b5bc76cec125,photo,"[""the-crow_limited-edition_fear-and-bullets"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Fear and Bullets"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""3"", ""dr"": ""3"", ""text"": ""Play during your turn. Spend 2 actions to attack with your soul. Soul receives above bonuses until combat is over."", ""virtue"": ""3""}",The Crow,Limited Edition,Fear and Bullets
20a14f7b-82c6-497e-9a4e-072859eea803,photo,"[""the-crow_limited-edition_feint"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Feint"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""0"", ""dr"": ""2"", ""text"": ""Play on any soul during combat. You may play multiple Feint's during a single combat."", ""virtue"": ""3""}",The Crow,Limited Edition,Feint
1dac5344-7ea0-4a1a-ade7-5f4771b17db9,photo,"[""the-crow_limited-edition_firepower"", ""the-crow_back""]","{""game"": ""The Crow"", ""set"": ""Limited Edition"", ""name"": ""Firepower"", ""rarity"": ""Uncommon"", ""type"": ""Special"", ""ar"": ""3"", ""dr"": ""0"", ""text"": ""ITEM and WEAPON. Attach to any soul as 3 actions."", ""virtue"": ""3""}",The Crow,Limited Edition,Firepower
